Park Name,Type of Unit,State,Reg,Alpha,Unit,index site,Alert title list,Alert description,Alert full description,Number of alerts,Number of alerts with description,Road Closure Alert Flag
Navajo,National Monument,AZ,IMR,NAVA,1.0,https://www.nps.gov/NAVA/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['PARK CLOSURE for Wednesday, 2/21/24', 'Weather Advisory and Storm Warnings']","['Due to an all-employees Safety Meeting, the park will be closed for the day on February 21. The park apologizes for any inconvenience this may cause.', 'The park may have delayed openings or closures in the event of severe weather. Travel may not be recommended during these times. Please check local weather forecasts. We appreciate your understanding.']",2,2,0
New Bedford Whaling,National Historical Park,MA,NER,NEBE,1.0,https://www.nps.gov/NEBE/planyourvisit/conditions.htm,"['Information', '']",['New Winter Hours'],['Date Posted: 1/3/2024'],2,1,0
Nez Perce,National Historical Park,"ID,MT,OR,WA",PWR,NEPE,1.0,https://www.nps.gov/NEPE/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Closure for Renovation', 'Canoe Camp Restrooms Closeure', 'COVID-19 Response']","['Date Posted: 12/3/2023', 'Date Posted: 1/16/2024', 'Date Posted: 3/10/2022']",3,3,0
New River Gorge,National River,WV,NER,NERI,1.0,https://www.nps.gov/NERI/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Canyon Rim Visitor Center Closing for Remodel', 'Construction at War Ridge Campground']","['Canyon Rim Visitor Center is expected to be closed from January 1 through March 1, 2024 in order to install new exhibits. The visitor center will reopen on Saturday March 2 with all new exhibits. ', 'War Ridge Campground will have heavy equipment (e.g., excavators and bulldozers) working to restore the strip mine surrounding the site from 2/8 - 3/10.  Campers may be impacted by noise from the restoration activities during daytime hours.']",2,2,0
Nicodemus,National Historic Site,KS,MWR,NICO,1.0,https://www.nps.gov/NICO/planyourvisit/conditions.htm,[],[],[],0,0,0
Niobrara,National Scenic River,NE,MWR,NIOB,1.0,https://www.nps.gov/NIOB/planyourvisit/conditions.htm,"['Caution', 'Information']","['Life Jackets Required!', 'Landing at Hwy 137 ']","['By Nebraska State law, all children 12 years old and younger must WEAR a USCG approved life jacket to float the Niobrara NSR. Anyone over 12 years old must HAVE a life jacket. If you are renting equipment, your outfitter will provide them.', 'Date Posted: 3/25/2019']",2,2,0
Ninety Six,National Historic Site,SC,SER,NISI,1.0,https://www.nps.gov/NISI/planyourvisit/conditions.htm,['Information'],['Equestrian Trails Open'],['Date Posted: 6/28/2023'],1,1,0
Noatak,National Preserve,AK,AKR,NOAT,1.0,https://www.nps.gov/NOAT/planyourvisit/conditions.htm,[],[],[],0,0,0
North Cascades,National Park,WA,PWR,NOCA,1.0,https://www.nps.gov/NOCA/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['State Route 20 Closed for the Winter', 'Cascade River Road Closed for the Winter Season ', 'Fire Closures - Trail, Area, and Camp Closures ', 'Be Aware of Break-ins along State Route 20', 'Diablo Lake Boat Launch Inaccessible to Powerboats']","['State Route 20 is closed at milepost 134 (Ross Dam Trailhead) for the season. Visitors can access the closed portion of the highway during the winter season. Park in designated parking areas, do not block the gate.', 'Cascade River Road is closed for the winter season at milepost 18 (NPS boundary), five miles before the trailhead. ', 'For closures due to fire activity visit the Fire Closures page, including trail, area, and camp closures for current and post fire conditions.  ', 'Prevent smashed windows and theft. Break-ins are not uncommon at trailheads along State Route 20. Remove your valuables and electronics and take associated electronic cords.', 'Due to silt accumulation, the Diablo Lake boat launch at Colonial Creek South Campground is not usable for launching most powerboats. Expect shallow or no water at the launch ramp and the possibility of needing to carry your boat to or from the water.  ']",2,5,1
National Park of American Samoa,,AS,PWR,NPSA,1.0,https://www.nps.gov/NPSA/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['Trail and Parking Area Closure - Mt. Alava Trail', 'General Mosquito Information']","['Date Posted: 1/12/2024', 'Although there is no known current transmission of dengue, Zika, or chikungunya, American Samoa has had recent outbreaks, and reintroduction is possible. Avoid mosquito bites and report to your doctor if you get sick within two weeks of returning.\n']",2,2,0
National World War II,Memorial,DC,NCR,NWWM,1.0,https://www.nps.gov/NWWM/planyourvisit/conditions.htm,['Information'],['Pacific Arch closed through February 23'],"['The Pacific Arch will be closed for maintenance through Feb 23. During this time, pedestrian access to the memorial is through the Atlantic Arch or ceremonial entrance on 17th Street. The accessible entrance is via the Atlantic Arch.']",1,1,0
Obed,Wild & Scenic River,TN,SER,OBED,1.0,https://www.nps.gov/OBED/planyourvisit/conditions.htm,[],[],[],0,0,0
Obed Wild and Scenic River,Obed Wild and Scenic River,TN,SE,OBRI,,https://www.nps.gov/OBRI/planyourvisit/conditions.htm,[],[],[],0,0,0
Ocmulgee,National Monument,GA,SER,OCMU,1.0,https://www.nps.gov/OCMU/planyourvisit/conditions.htm,['Park Closure'],['BRIDGE CLOSED along the River Trail'],"['Due to structural issues, the bridge along the river trail is closed until further notice. Access to the Ocmulgee Heritage Trail and river is not available due to this closure. This closure does not affect access to any of the mound sites. ']",1,1,0
Olympic,National Park,WA,PWR,OLYM,1.0,https://www.nps.gov/OLYM/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Alert Locations']","['Hurricane Ridge Road Status 2/26 - 2/29', '3/1 - Construction will temporarily close North Shore Quinault Road', 'Trail Closures Due to Wildfire Damage', 'All vehicles are required to carry tire chains Nov 1 - April 1 when traveling to Hurricane Ridge', 'Spruce Railroad Trail Closure - Revised 12/18']","['Hurricane Ridge Road remains closed Monday through Thursday during the winter season. The road is scheduled to reopen Friday, March 1st, weather permitting. ', 'Limited closures for geotechnical drilling on the North Shore Quinault Road will begin on March 1, 2024. Quinault will remain accessible throughout construction, but travelers will not be able to complete the Quinault Road loop drive.', 'Elwha River, Hayden Pass, Dosewallips: Dose Meadows to Hayden Pass, North Fork Quinault: Elip Creek to Low Divide, Skyline: Elip Creek Trail junction to Low Divide, Martins Park', 'All vehicles, including 4WD and AWD, must carry tire chains when travelling to Hurricane Ridge from November 1 to April 1. Visitors should be prepared to use them when tire chain requirements are posted.', 'Date Posted: 12/11/2023']",3,5,1
Oregon Caves,National Monument,OR,PWR,ORCA,1.0,https://www.nps.gov/ORCA/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['The Illinois Valley Visitor Center is closed temporarily. Will reopen March 11th.', 'Cave Tours Closed for Winter']","['The Illinois Valley Visitor Center is closed temporarily this winter. The visitor center will reopen (Thursdays thru Mondays) from 8:30 am to 4:00 pm on Monday, March 11th. ', 'Cave tours are closed for the winter.  Tours will return in the spring. Date to be determined. All surface trails are open. Be prepared for winter conditions.']",2,2,0
Organ Pipe Cactus,National Monument,AZ,IMR,ORPI,1.0,https://www.nps.gov/ORPI/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Alert Locations']","['West and East Border Roads closed for public safety', 'Gachado Line Camp open.  Southeast border road and access roads closed', 'Pozo Nuevo Road to Bates Well Ranch High Clearance, 4-Wheel Drive Only']","['Date Posted: 11/28/2023', 'Date Posted: 11/28/2023', 'High Clearance, 4-wheel drive is required from where Pozo Nuevo Road begins along South Puerto Blanch Drive to Bates Well Ranch area. The road is washed out in areas. Bates Well Ranch is still accessible from the north on Darby Well Road.']",3,3,1
Ozark,National Scenic Riverways,MO,MWR,OZAR,1.0,https://www.nps.gov/OZAR/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Big Spring Campground Temporarily Closed: Effective 01/02/2024', 'River Ferry at Akers (on State Highway K) CLOSED until further notice', 'Closure of Pulltite Cabin: Effective 07/19/23 until further notice', 'No Hot Showers at Big Spring Campground', 'Temporary Closure of Chubb Hollow, including pavilion, group sites and trail access']","['Starting on January 2, 2024, Big Spring Campground will be temporarily closed for utility upgrades. This closure will last about 60 days. Big Spring itself will remain open during this time.', 'The Akers Ferry on State Highway K will not be in service until further notice.', 'The Pulltite Cabin area will be closed to the public. A 100’ perimeter extending in all directions around the Pulltite Cabin is closed. Closure of the area is deemed necessary as a large tree has fallen on the structure causing damage. ', 'There are currently NO HOT SHOWERS available at the Big Spring Campground. Cold Showers are available at the group sites. We expect this issue to remain throughout the summer as we await delivery of a new showerhouse expected in the fall.', 'A temporary closure of the Chubb Hollow area, including pavilion, group camping sites, and trail access is in effect. This closure is due to renovation of the area in conjunction with the Big Spring Lodge and Cabins project. ']",3,5,0
Palo Alto Battlefield,National Historical Park,TX,IMR,PAAL,1.0,https://www.nps.gov/PAAL/planyourvisit/conditions.htm,[''],[],[],1,0,0
Pennsylvania Avenue,National Historic Site,DC,NCR,PAAV,1.0,https://www.nps.gov/PAAV/planyourvisit/conditions.htm,[],[],[],0,0,0
Paterson Great Falls,National Historical Park,NJ,NER,PAGR,1.0,https://www.nps.gov/PAGR/planyourvisit/conditions.htm,"['Danger', 'Park Closure', 'Caution', 'Information', '']","['Heavy Construction Vehicle Operations & Limited Amphitheater Accessibility', 'Walking Bridge Over the Falls CLOSED ', ' Icy Conditions', 'Observation Deck Closures', 'Winter Schedule Began December 17, 2023', 'Construction Impact: Mary Ellen Kramer Park', 'Limited Parking at Overlook Park - 72 McBride Avenue Extension']","['Heavy construction vehicles are operating through the parking lot & Lower Overlook Park - use caution & be vigilant for hazards. Lower Overlook & Amphitheater access is via stairs only for construction duration.', 'Due to safety concerns the footbridge crossing the Passaic River is indefinitely closed, pending replacement. To access Mary Ellen Kramer Park, foot traffic may use the Wayne Ave. Bridge & Maple St. - parking on Maple St. is limited.', ""Intermittent morning/evening frost & ice along walkways, bridges, & in the parking lot make many areas around the Great Falls extremely slippery. Please use caution while walking around the park. Click 'more' for a winter safety video with additional tip"", ""Cold weather & mist from the falls can cause icy conditions at the observation deck at Mary Ellen Kramer Park, necessitating its closure. Please use caution while walking around the park. Click 'more' for a winter safety video with additional tips."", 'Date Posted: 12/7/2023', 'Pathways around the pump & gate houses in Mary Ellen Kramer Park are closed due to construction. Please use the Maple St. Sidewalk & main entrance arch by Hinchliffe Stadium to access the park & waterfall overlook.', 'Parking is extremely limited on weekends & stadium event days. Additional parking may be available at the Paterson Museum at 2 Market Street - click ""more"" for info']",5,7,0
Padre Island,National Seashore,TX,IMR,PAIS,1.0,https://www.nps.gov/PAIS/planyourvisit/conditions.htm,"['Park Closure', 'Information', 'Alert Locations', 'Corpus Christi, Corpus Christi Naval Air Station/Truax Field']","['Yarborough Pass Closed', 'Be aware of changing beach conditions', '4-wheel drive recommended for beach driving']","['Due to recent rain and standing water on the road, Yarborough Pass has been closed. It will remain closed until the road is dry.', 'Beach conditions are changing frequently. Check current tide charts and weather forecasts before traveling on the beach.', '4-wheel drive is recommended if driving on North and South Beach.']",4,3,1
Pecos,National Historical Park,NM,IMR,PECO,1.0,https://www.nps.gov/PECO/planyourvisit/conditions.htm,['Information'],"['Changing Tour Times', 'Uber, Lyft, and other ""Taxi"" Services']","['Due to limited staffing, winter tour times may vary; contact the Visitor Center at 505-757-7241 to confirm tour availability.', 'While Pecos is close to Santa Fe and Las Vegas, services like Uber and Lyft may have limited availability to and from the park. If you are able to take an Uber or Lyft, please make sure you have plans to be picked up before being dropped off at Pecos.']",1,2,0
