Park Alpha,Status,park alpha,park,State,region,title,description,category,relatedRoadEvents,date,Park Name,Park Full Name,Type of Unit,Reg,Column Labels
CANY,Only using alerts,CANY,,UT,,"['Road repairs may occur June through August; brief delays & some closures expected', 'Grand View Point closing for construction weekdays July through September', 'White Rim Road may become impassable at Upheaval Wash', 'Seasonal climbing closures in effect', 'Expect long lines to enter the park']","[""Crews will perform crack sealing and similar minor repairs on Canyonlands' paved park roads this summer. Visitors may encounter brief delays and reduced availability in or limited closure of some parking lots."", 'Later this summer, Grand View Point Overlook, Grand View Point Trail, and 0.3 mi (0.5 km) of park road will close 6 am Mondays to 4 pm Thursdays for a total of eight weeks. The closure applies to all uses, including vehicles, tour buses, motorcycles,', 'The White Rim Road can become impassable at Upheaval Wash when the Green River is above 14,000 CFS. Monitor conditions of the river before proceeding with your trip. If the road is flooded and you cannot pass, you must turn around.', 'All climbers should ensure routes are not subject to wildlife seasonal closures. Many closures start March 1, March 15, or April 1 and continue through spring and summer.', 'Between March and November, particularly on busy holiday weekends, you may experience long lines at the entrance road. Parking lots at popular trailheads and viewpoints will fill early. Pack your patience and arrive early to avoid crowds.']","['Information', 'Park Closure', 'Caution', 'Information', 'Information']","[[], [], [], [], []]",2024-06-17,Canyonlands,Canyonlands National Park,National Park,IMR,
COLO,Only using alerts,COLO,,VA,,['Rehabilitation of Colonial Parkway continues with additional Parkway closures'],"['Beginning Tuesday, April 9, 2024, construction will close the Colonial Parkway to all travel in either direction between Yorktown and VA Route 199. Follow all detour signs. See additional closure information in the link below.']",['Park Closure'],[[]],2024-06-17,Colonial,Colonial National Historical Park,National Historical Park,NER,
PRSF,Only using alerts,PRSF,,CA,,['Auto-Theft Warning - Only Bring What You Need to the Park'],"['You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.']",['Caution'],[[]],2024-06-17,Presidio,Presidio of San Francisco,Presidio,PWR,
HAFO,Only using alerts,HAFO,,ID,,['Use Caution with GPS Navigation'],"['The new visitor center is located at 17970 US Hwy 30, about one mile north of downtown Hagerman and the old visitor center. Highway signs and GPS navigation may not yet be up-to-date.']",['Caution'],[[]],2024-06-17,Hagerman Fossil Beds,Hagerman Fossil Beds National Monument,National Monument,PWR,
VICK,Only using alerts,VICK,,MS,,"['National Cemetery Closed to Vehicles; Open to Pedestrians', 'Louisiana Circle Closed', ""North Union Avenue and Grant's Circle Closed""]","['Due to weather related incidents, Vicksburg National Cemetery is closed to vehicular traffic, however it is open to pedestrians. Visitor can park in the adjacent USS Cairo parking lot and walk into the cemetery.', 'Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.', ""Due to weather related incidents, North Union Avenue and Grant's Circle are closed to vehicular and recreational traffic. Entering these areas is prohibited. A portion of Grant Avenue is open for touring.""]","['Park Closure', 'Park Closure', 'Park Closure']","[[], [], []]",2024-06-17,Vicksburg,Vicksburg National Military Park,National Military Park,SER,
ELMA,Only using alerts,ELMA,,NM,,['NPS 300 Road Conditions'],['NPS 300 to Big Tubes is dry with deep ruts. A high clearance vehicle is required.'],['Caution'],[[]],2024-06-17,El Malpais,El Malpais National Monument,National Monument,IMR,
AMIS,Only using alerts,AMIS,,TX,,['277N Campground Closed to Tentatively Reopen September 1'],"['Due to resource theft and damage from unauthorized off-road travel in and around the campground, the 277N Campground is closed. It is expected to reopen September 1, 2024.']",['Park Closure'],[[]],2024-06-17,Amistad,Amistad National Recreation Area,National Recreation Area,IMR,
LIRI,Only using alerts,LIRI,,AL,,['Slant Rock Road Closed to Vehicular Traffic'],"['Due to washout and bad road conditions Slant Rock Road has been closed to all traffic aside from hikers and bikers. To access Slant Rock, park your vehicle at the hunting inspection station off of Road 103.']",['Park Closure'],[[]],2024-06-17,Little River Canyon,Little River Canyon National Preserve,National Preserve,SER,
VAFO,Only using alerts,VAFO,,PA,,['County Line Road Closed Monday To Friday'],"['County Line Road is closed during the week, from Monday through Friday. The closure will apply to all vehicular, pedestrian, and bicycle traffic. Please find an alternate route.']",['Information'],[[]],2024-06-17,Valley Forge,Valley Forge National Historical Park,National Historical Park,NER,
MORA,Only using alerts,MORA,,WA,,"['Always check signs on closed road gates before recreating; roads closed to all use if work underway.', 'Paradise Road Status: Road open 24 hours, weather dependent.']","['Closed roads may be open to non-motorized vehicles like bicycles. CHECK SIGNS on closed road gates before proceeding. During snow plowing operations or when otherwise posted, park roads are closed to all use, including hiking, bicycling, skiing, etc.', 'Regular nightly closure of the gate to Paradise at Longmire has ended for the season. The road can still close at any time due to weather/road conditions. All vehicles are still required to carry tire chains until May 1.']","['Caution', 'Park Closure']","[[], []]",2024-06-17,Mount Rainier,Mount Rainier National Park,National Park,PWR,
BEOL,Only using alerts,BEOL,,CO,,['A Short Walk is Required to Reach the Fort'],"[""A 1/4 mile (1,275 feet) walk on a paved trail from the parking area is required to reach the gate of the fort. At the end of your visit, you'll return to your vehicle along the same path.""]",['Information'],[[]],2024-06-17,Bent's Old Fort,Bent's Old Fort National Historic Site,National Historic Site,IMR,
NIOB,Only using alerts,NIOB,,NE,,['Landing at Hwy 137'],['The highway 137 bridge landing sustained flood damage in 2019 and the landing restoration by NDOT has been completed. The area is smaller than in the past and the access to the water is steeper. Use caution when accessing the landing'],['Information'],[[]],2024-06-17,Niobrara,Niobrara National Scenic River,National Scenic River,MWR,
ACAD,Only using alerts,ACAD,,ME,,"['Route 102A (Seawall Road) in Southwest Harbor is closed to through traffic', 'Significant washouts on Historic Carriage Roads', 'Some Streets in Downtown Bar Harbor Closed for Construction Through Summer']","['Due to storm damage, vehicles must access Seawall Campground, and Wonderland and Ship Harbor trails via the west end of Route 102A (Harbor Drive) in Bass Harbor. Route 102A (Seawall Road) is closed to through traffic at the seawall until further notice.', 'Several areas throughout the carriage road system had significant washouts throughout the winter. Users, especially bicyclists, should use caution and watch for flagged areas.', 'To avoid traffic congestion, visitors should access Sand Beach via the Park Loop Road by following signs from the park’s Hulls Cove entrance on Route 3 (Eden Street) or Cadillac Mountain entrance on Route 233 (Eagle Lake Road) in Bar Harbor.']","['Park Closure', 'Caution', 'Park Closure']","[[], [], []]",2024-06-17,Acadia,Acadia National Park,National Park,NER,
MACA,Only using alerts,MACA,,KY,,['Green River Ferry Status'],['The Green River Ferry Status can change without advanced warning. For the most up-to-date ferry status information please call the Green River Ferry Hotline at (270) 758-2166 or follow the Mammoth Cave Roads and Ferry Twitter feed. 2 vehicle limit.'],['Information'],[[]],2024-06-17,Mammoth Cave,Mammoth Cave National Park,National Park,SER,
GLAC,Only using alerts,GLAC,,MT,,['Going-to-the-Sun Road Seasonal Closure'],['The Going-to-the-Sun Road is open to vehicles to Avalanche Campground on the west side of the park and Jackson Glacier Overlook on the east side of the park. The alpine section remains closed.'],['Park Closure'],[[]],2024-06-17,Glacier,Glacier National Park,National Park,IMR,
FOPO,Only using alerts,FOPO,,CA,,['Auto-Theft Warning - Only Bring What You Need to the Park'],"['You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.']",['Caution'],[[]],2024-06-17,Fort Point,Fort Point National Historic Site,National Historic Site,PWR,
INDU,Only using alerts,INDU,,IN,,"['Portion of Calumet Trail Closed', 'Poor Trail Conditions on the Calumet Bike Trail']","['The Calumet Trail from Mineral Springs Road to SR 49 is closed April 15th through the middle of June. There will be no public access through this stretch during this time. The closure is needed to modernize the trail by raising it and paving it.', 'The section of trail from the Dune Park Train Station to East State Park Road is in very poor condition with large, deep puddles of standing water and sections with larger gravel stones. Ride this section with extreme caution.']","['Park Closure', 'Caution']","[[], []]",2024-06-17,Indiana Dunes,Indiana Dunes National Park,National Lakeshore,MWR,
PISC,Only using alerts,PISC,,MD,,['Road Closure: Marshall Hall Access Road'],['The Marshall Hall Access Road is closed due to construction. This road connects the Marshall Hall ruins to Marshall Hall Rd. The main road remains open.'],['Information'],"[[{'title': 'Marshall Hall Access Road', 'id': '4BA1081E-8201-42D7-AB10-4950BCCB893C', 'type': 'roadevent', 'url': 'https://www.nps.gov/pisc/planyourvisit/conditions.htm'}]]",2024-06-17,Piscataway,Piscataway Park,Park,NCR,
YOSE,Only using TDx feed,,,,,,,,,2024-06-17,,,,,
BLRI,Using TDx feed and alerts,BLRI,,"NC,VA",,"['MP 238.5 - MP 248 Single Lane Closure Possible for Road Construction.', 'MP 248 - MP 249 Closed for Bridge Construction', 'Multiple Road Projects Underway']","['Single lane closure possible for road paving and infrastructure repairs. Access to Doughton Park, including the campground and Bluffs Restaurant is available via NC 18.', 'Road closed to all activity for Laurel Fork Bridge replacement. Detour in place from MP 248 (NC 18) to MP 249 (Northwest Trading Post).', 'Road status information with links to project information is updated daily.']","['Information', 'Park Closure', 'Park Closure']","[[{'title': 'MP 238.5 - MP 248 Single Lane Closure Possible for Road Construction.', 'id': '9C351538-9DC3-4586-8B55-2F592C9D3AB8', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}], [{'title': 'MP 248 - MP 249 Closed for Bridge Construction', 'id': 'AB5E8A6A-055C-4A2C-A11F-89B06AB41160', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}], []]",2024-06-06,Blue Ridge,Blue Ridge Parkway,Parkway,SER,
OZAR,Using TDx feed and alerts,OZAR,,MO,,['River Ferry at Akers (on State Highway K) CLOSED until further notice'],['The Akers Ferry on State Highway K will not be in service until further notice.'],['Caution'],"[[{'title': 'Akers Ferry Closure', 'id': 'B6DEFC30-C21C-4E29-A626-5FFCEA446EA8', 'type': 'roadevent', 'url': 'https://www.nps.gov/ozar/planyourvisit/conditions.htm'}]]",2024-06-06,Ozark,Ozark National Scenic Riverways,National Scenic Riverways,MWR,
YOSE,Using TDx feed and alerts,YOSE,,CA,,['Tioga Road is closed for the winter'],['Tioga Road (continuation of Highway 120 through the park) is closed for the season due to snow. It usually opens in late May or June.'],['Park Closure'],"[[{'title': 'Winter Closure', 'id': 'F407F7C6-5FC6-4DA3-A1C1-7B2B32DF5052', 'type': 'roadevent', 'url': 'https://www.nps.gov/yose/planyourvisit/conditions.htm'}]]",2024-06-06,Yosemite,Yosemite National Park,National Park,PWR,
